Device: cuda
Configuration: {'dataset': 'wco_l4_ifcb_pml', 'tips_model': 'google/tipsv2-b14', 'projection_dim': 128, 'image_size': 224, 'num_clients': 2000, 'client_frac': 0.05, 'rounds': 20, 'local_epochs': 5, 'batch_size': 128, 'lr': 0.0001, 'wd': 0.0001, 'grad_clip': 1.0, 'linear_lr': 0.001, 'linear_wd': 0.0001, 'linear_bs': 256, 'linear_epochs': 50, 'linear_patience': 10, 'dirichlet_alpha': 0.3, 'balanced_partition': False, 'normalization': 'none', 'seed': 1, 'backbone_tag': 'tips_b14', 'run_name': 'tips_b14_2000C_5pct_seed1', 'verbose': False, 'progress_every': 20, 'eval_every': 0, 'save_test_embeddings': False, 'cpu': False, 'eval_datasets': ['wco_l4_ifcb_pml', 'syke_ifcb', 'syke_zooscan', 'plankto_share', 'daplankton_lab_ifcb', 'daplankton_lab_cs', 'daplankton_lab_fc'], 'tiny_root': './tiny', 'celeba_root': './celeba', 'device': device(type='cuda')}
Loading TIPS backbone (google/tipsv2-b14)...
Loading weights:   0%|          | 0/323 [00:00<?, ?it/s]Loading weights: 100%|██████████| 323/323 [00:00<00:00, 10551.42it/s]
TIPS feature dim (mean-pool all tokens): 768
Using Dirichlet alpha=0.3 for non-IID partition...
Using imbalanced Dirichlet partition
Starting federated unsupervised SimCLR (CLIP backbone)...

--- Round 1/20 ---
Client 275: 3.3393
Client 1165: 3.5520
Client 1735: 3.2413
Client 1643: 3.8473
Client 1564: 4.0432
Client 129: 3.6773
Client 522: 3.8949
Client 241: 3.9253
Client 1014: 3.6749
Client 1558: 3.7045
Client 920: 4.0356
Client 967: 3.5959
Client 1334: 3.4891
Client 777: 4.1687
Client 1615: 4.0086
Client 429: 3.5663
Client 192: 3.8742
Client 999: 3.5580
Client 58: 3.2519
Client 1829: 3.4624
Client 1711: 4.1399
Client 798: 3.6056
Client 886: 3.4453
Client 1244: 3.8158
Client 1561: 3.0669
Client 1571: 3.5928
Client 4: 2.9584
Client 1425: 3.6406
Client 912: 3.2470
Client 545: 3.4627
Client 1477: 4.0298
Client 1642: 3.5648
Client 468: 3.9368
Client 1210: 3.6112
Client 1935: 3.9096
Client 209: 3.3977
Client 1846: 3.4648
Client 650: 4.0406
Client 62: 3.8065
Client 45: 4.0323
Client 52: 3.9425
Client 1330: 3.6320
Client 1108: 3.2468
Client 18: 3.6771
Client 1923: 3.3053
Client 1804: 4.4345
Client 780: 3.8924
Client 1405: 4.0550
Client 443: 2.8683
Client 1984: 3.0541
Client 864: 3.5632
Client 1486: 3.1144
Client 59: 3.8020
Client 1080: 3.7475
Client 454: 3.4907
Client 896: 3.5900
Client 1015: 3.5899
Client 1132: 3.8338
Client 477: 3.5178
Client 707: 3.6910
Client 472: 3.6180
Client 1386: 3.7545
Client 448: 3.4194
Client 941: 3.8992
Client 1950: 3.5018
Client 593: 3.5894
Client 1897: 3.9591
Client 44: 3.8187
Client 852: 3.7525
Client 1715: 3.9991
Client 1876: 3.9270
Client 1139: 3.6733
Client 1888: 4.1896
Client 1315: 3.6350
Client 204: 4.2321
Client 380: 3.5432
Client 1288: 3.9359
Client 1482: 3.7819
Client 1761: 3.6368
Client 607: 3.5993
Client 247: 3.8913
Client 1521: 3.5653
Client 681: 3.7684
Client 1834: 4.1623
Client 1993: 3.6481
Client 1456: 3.3098
Client 1025: 4.0431
Client 1917: 3.3575
Client 1980: 3.3777
Client 1039: 3.6878
Client 1699: 4.1425
Client 1864: 3.4007
Client 1372: 3.4581
Client 388: 3.6985
Client 621: 3.7908
Client 581: 3.7100
Client 1203: 3.3716
Client 1807: 3.5612
Client 1022: 3.8734
Client 1733: 3.5251
Round avg loss: 3.6754 (Best: 3.6754)

--- Round 2/20 ---
Client 1926: 3.9462
Client 1034: 3.6872
Client 805: 3.8463
Client 1206: 3.6302
Client 1747: 3.4691
Client 70: 3.9179
Client 983: 3.5509
Client 497: 3.2894
Client 1523: 2.8835
Client 1633: 3.5470
Client 827: 3.9597
Client 848: 3.9202
Client 1361: 3.7251
Client 354: 3.6486
Client 751: 3.7571
Client 1123: 3.4975
Client 1807: 3.3131
Client 1439: 3.6682
Client 1588: 3.1609
Client 1381: 3.5349
Client 1511: 3.7912
Client 767: 3.9291
Client 177: 3.3203
Client 898: 3.1629
Client 1359: 3.5189
Client 1041: 3.5287
Client 221: 3.3486
Client 1594: 3.7127
Client 335: 3.5992
Client 1066: 3.4884
Client 1720: 3.3661
Client 758: 4.1970
Client 1002: 3.6827
Client 1500: 3.2504
Client 60: 3.2071
Client 961: 3.3564
Client 89: 3.8869
Client 631: 3.4988
Client 1440: 3.3594
Client 1737: 3.7298
Client 1259: 3.4881
Client 1214: 3.8127
Client 1184: 3.6221
Client 806: 3.3732
Client 1325: 3.5548
Client 348: 3.5385
Client 345: 3.5455
Client 1028: 3.1285
Client 464: 4.1916
Client 25: 3.1724
Client 1578: 3.6822
Client 408: 3.3878
Client 1105: 3.6528
Client 1884: 3.7883
Client 1761: 3.3387
Client 1122: 3.8997
Client 475: 3.2811
Client 828: 3.2589
Client 1052: 3.6932
Client 704: 3.3967
Client 1950: 3.2519
Client 1735: 2.9891
Client 1183: 3.7990
Client 723: 3.7351
Client 940: 3.8902
Client 1863: 3.6922
Client 551: 3.7486
Client 1350: 3.6159
Client 1247: 3.2916
Client 1960: 3.7669
Client 1493: 3.7786
Client 11: 3.6839
Client 785: 3.6796
Client 1604: 4.1984
Client 1755: 3.7238
Client 1680: 3.7411
Client 1955: 3.6431
Client 1814: 3.9214
Client 1921: 3.9415
Client 1516: 3.5398
Client 1049: 3.0934
Client 1657: 3.5139
Client 264: 4.1153
Client 1062: 3.6589
Client 1592: 3.6471
Client 1149: 3.2245
Client 420: 3.6958
Client 872: 3.5970
Client 1945: 3.6481
Client 114: 3.3998
Client 985: 3.0190
Client 1781: 3.8735
Client 746: 3.3980
Client 1167: 3.7368
Client 1135: 3.6409
Client 409: 3.1636
Client 1927: 3.4008
Client 1033: 3.2660
Client 846: 3.4288
Client 993: 3.7594
Round avg loss: 3.5761 (Best: 3.5761)

--- Round 3/20 ---
Client 1665: 3.9560
Client 730: 3.6991
Client 848: 3.6905
Client 708: 4.1719
Client 3: 3.1358
Client 1102: 3.3436
Client 1106: 3.8917
Client 1276: 3.7561
Client 1610: 3.3038
Client 1254: 3.6796
Client 678: 3.2598
Client 938: 3.6221
Client 1228: 3.3664
Client 57: 3.7071
Client 1647: 3.6799
Client 470: 2.9961
Client 1301: 3.6846
Client 362: 3.3057
Client 1127: 3.4916
Client 1196: 3.2334
Client 370: 3.1233
Client 1763: 3.7582
Client 187: 3.5057
Client 1635: 3.7223
Client 1128: 4.2393
Client 1632: 3.5613
Client 1743: 3.5144
Client 1672: 3.5010
Client 1906: 3.5337
Client 522: 3.6187
Client 66: 3.1471
Client 1723: 3.6586
Client 1932: 3.5381
Client 1378: 3.1930
Client 144: 3.3921
Client 170: 4.2584
Client 1777: 4.0271
Client 34: 3.5891
Client 927: 3.4525
Client 29: 3.3314
Client 1544: 3.7028
Client 1547: 4.1433
Client 575: 3.9935
Client 511: 3.4847
Client 550: 3.6796
Client 224: 3.6581
Client 1279: 3.3421
Client 378: 3.8439
Client 705: 3.7817
Client 594: 3.3828
Client 142: 3.9255
Client 342: 4.0145
Client 326: 3.6013
Client 1080: 3.5229
Client 1949: 3.9356
Client 344: 3.5352
Client 1344: 3.4533
Client 558: 3.6054
Client 1327: 3.3571
Client 1457: 3.4794
Client 603: 3.6023
Client 931: 3.5525
Client 1438: 3.7896
Client 659: 3.6131
Client 1016: 3.3791
Client 970: 3.6985
Client 233: 3.5220
Client 48: 3.9695
Client 638: 4.1302
Client 791: 3.9950
Client 703: 3.1498
Client 862: 3.6007
Client 1630: 3.3744
Client 385: 3.8895
Client 529: 3.5393
Client 222: 3.4525
Client 519: 3.5029
Client 1842: 3.1872
Client 1495: 3.5529
Client 1044: 3.5128
Client 428: 4.0989
Client 1977: 3.6861
Client 1240: 3.7550
Client 884: 3.3780
Client 1673: 3.8860
Client 1997: 2.5524
Client 42: 3.4543
Client 461: 3.7678
Client 36: 3.3096
Client 813: 3.8901
Client 299: 3.6539
Client 72: 3.5276
Client 1472: 3.7180
Client 1965: 4.1283
Client 328: 3.8011
Client 912: 3.0296
Client 1443: 3.4670
Client 1036: 3.5817
Client 1388: 3.8137
Client 873: 3.5509
Round avg loss: 3.6015 (Best: 3.5761)

--- Round 4/20 ---
Client 1115: 3.6834
Client 1704: 3.5444
Client 451: 3.6454
Client 1998: 2.8683
Client 1291: 3.2606
Client 1633: 3.2604
Client 1423: 3.3195
Client 1057: 3.6199
Client 923: 3.8445
Client 457: 4.1540
Client 1072: 3.7104
Client 1328: 3.1985
Client 62: 3.6220
Client 808: 3.9756
Client 1382: 4.1185
Client 1179: 3.0278
Client 1645: 3.5616
Client 657: 3.7131
Client 1351: 3.7462
Client 1292: 3.4378
Client 873: 3.2495
Client 120: 3.0446
Client 1510: 3.7227
Client 611: 3.7445
Client 257: 3.9338
Client 1982: 3.6459
Client 434: 3.1041
Client 1793: 3.3049
