Device: cuda
Configuration: {'dataset': 'wco_l4_ifcb_pml', 'tips_model': 'google/tipsv2-b14', 'projection_dim': 128, 'image_size': 224, 'num_clients': 2000, 'client_frac': 0.05, 'rounds': 20, 'local_epochs': 5, 'batch_size': 128, 'lr': 0.0001, 'wd': 0.0001, 'grad_clip': 1.0, 'linear_lr': 0.001, 'linear_wd': 0.0001, 'linear_bs': 256, 'linear_epochs': 50, 'linear_patience': 10, 'dirichlet_alpha': 0.3, 'balanced_partition': False, 'normalization': 'none', 'seed': 27, 'backbone_tag': 'tips_b14', 'run_name': 'tips_b14_2000C_5pct_seed27', 'verbose': False, 'progress_every': 20, 'eval_every': 0, 'save_test_embeddings': False, 'cpu': False, 'eval_datasets': ['wco_l4_ifcb_pml', 'syke_ifcb', 'syke_zooscan', 'plankto_share', 'daplankton_lab_ifcb', 'daplankton_lab_cs', 'daplankton_lab_fc'], 'tiny_root': './tiny', 'celeba_root': './celeba', 'device': device(type='cuda')}
Loading TIPS backbone (google/tipsv2-b14)...
Loading weights:   0%|          | 0/323 [00:00<?, ?it/s]Loading weights: 100%|██████████| 323/323 [00:00<00:00, 10660.44it/s]
TIPS feature dim (mean-pool all tokens): 768
Using Dirichlet alpha=0.3 for non-IID partition...
Using imbalanced Dirichlet partition
Starting federated unsupervised SimCLR (CLIP backbone)...

--- Round 1/20 ---
Client 1328: 3.4720
Client 982: 3.6304
Client 1436: 3.5766
Client 567: 3.8909
Client 1960: 3.9469
Client 585: 3.4514
Client 402: 3.3805
Client 151: 3.3796
Client 133: 4.0932
Client 521: 3.6785
Client 1688: 3.1503
Client 1105: 3.5620
Client 682: 3.0020
Client 517: 3.5974
Client 762: 3.7596
Client 1708: 3.5064
Client 1668: 4.0850
Client 825: 3.4840
Client 375: 3.8643
Client 507: 3.9164
Client 1863: 3.2469
Client 491: 3.4062
Client 1005: 3.5656
Client 1682: 3.4822
Client 146: 3.8486
Client 1494: 3.1182
Client 1879: 3.3763
Client 1305: 3.1745
Client 1173: 4.1967
Client 1339: 3.6073
Client 161: 3.4631
Client 1250: 3.5525
Client 1717: 3.5271
Client 870: 3.3493
Client 1586: 3.7480
Client 855: 3.6513
Client 1515: 3.9026
Client 107: 3.5150
Client 1346: 3.8569
Client 900: 3.5818
Client 716: 4.0389
Client 24: 3.1316
Client 1730: 3.9208
Client 1995: 3.2111
Client 1671: 3.4918
Client 1316: 4.0301
Client 979: 4.0014
Client 518: 3.5877
Client 281: 3.3256
Client 1254: 3.6749
Client 1925: 3.8785
Client 691: 3.7809
Client 1249: 3.8329
Client 1331: 3.4849
Client 465: 3.2585
Client 1442: 2.9348
Client 1073: 4.1650
Client 288: 3.3702
Client 202: 3.9013
