Device: cuda
Configuration: {'dataset': 'wco_l4_ifcb_pml', 'tips_model': 'google/tipsv2-b14', 'projection_dim': 128, 'image_size': 224, 'num_clients': 2000, 'client_frac': 0.01, 'rounds': 20, 'local_epochs': 5, 'batch_size': 128, 'lr': 0.0001, 'wd': 0.0001, 'grad_clip': 1.0, 'linear_lr': 0.001, 'linear_wd': 0.0001, 'linear_bs': 256, 'linear_epochs': 50, 'linear_patience': 10, 'dirichlet_alpha': 0.3, 'balanced_partition': False, 'normalization': 'none', 'seed': 17, 'backbone_tag': 'tips_b14', 'run_name': 'tips_b14_2000C_1pct_seed17', 'verbose': False, 'progress_every': 20, 'eval_every': 0, 'save_test_embeddings': False, 'cpu': False, 'eval_datasets': ['wco_l4_ifcb_pml', 'syke_ifcb', 'syke_zooscan', 'plankto_share', 'daplankton_lab_ifcb', 'daplankton_lab_cs', 'daplankton_lab_fc'], 'tiny_root': './tiny', 'celeba_root': './celeba', 'device': device(type='cuda')}
Loading TIPS backbone (google/tipsv2-b14)...
Loading weights:   0%|          | 0/323 [00:00<?, ?it/s]Loading weights: 100%|██████████| 323/323 [00:00<00:00, 12277.38it/s]
TIPS feature dim (mean-pool all tokens): 768
Using Dirichlet alpha=0.3 for non-IID partition...
Using imbalanced Dirichlet partition
Starting federated unsupervised SimCLR (CLIP backbone)...

--- Round 1/20 ---
Client 1069: 3.2323
Client 848: 3.4251
Client 1652: 3.1491
Client 621: 4.1629
Client 1967: 3.2410
Client 748: 4.1464
Client 593: 3.4552
Client 357: 3.5280
Client 1568: 2.9221
Client 1444: 3.8180
Client 1442: 3.2827
Client 1106: 3.5635
Client 1354: 3.7434
Client 569: 3.9325
Client 225: 3.1026
Client 1879: 3.6455
Client 55: 3.6785
Client 509: 4.0238
Client 786: 3.2171
Client 1669: 3.3338
Round avg loss: 3.5302 (Best: 3.5302)

--- Round 2/20 ---
Client 1528: 3.5374
Client 859: 3.7744
Client 516: 3.4473
Client 1760: 3.8869
Client 1027: 3.7572
Client 1643: 3.6564
Client 650: 3.9265
Client 1311: 3.1159
Client 1733: 3.5387
Client 1401: 3.7997
Client 1935: 3.9183
Client 1483: 3.9125
Client 822: 3.8495
Client 281: 3.4229
Client 1128: 3.7881
Client 127: 3.6838
Client 286: 3.6684
Client 1664: 3.5000
Client 1621: 3.5520
Client 1792: 2.8658
Round avg loss: 3.6301 (Best: 3.5302)

--- Round 3/20 ---
Client 402: 4.0003
Client 309: 3.8381
Client 1807: 3.6740
Client 1445: 4.0142
Client 1091: 3.7619
Client 1144: 3.7194
Client 1642: 3.5493
Client 1956: 4.1563
Client 1404: 3.8150
Client 430: 3.4675
Client 677: 4.0820
Client 1105: 3.5957
Client 252: 3.4868
